Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
RT USER Jakarta diambang kehancuran ditangan anies n sandi. krn mereka berdua gk bisa apa-apa bro,1,0,0,1,0,0,0,0,1,0,1,0
"RT USER: Ahok Taik. \MENFITNAH\. Emang lu tukang caci maki perempuannn!! Asuuu #AhokPastiTumbang #DebatFinalPilkadaJKT""""""",1,1,1,0,0,0,0,0,1,1,0,0
USER USER bukannya dia USER juga tuak..berarti dia BRENGSEK juga ? \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94',1,1,1,0,0,0,0,0,1,1,0,0
"USER USER USER Botul kali itu ! Herannya aku knp warga jakarta tidak mncari tau knp dia dipecat dari mentri jokowi.\nAnies di pecat karena\nBODOH\nTOLOL\nFAKIR IDE\nMISQEEN NALAR !!!!\nSang presiden bukan ABS, beliau perhatikan s",1,1,1,0,0,0,0,0,1,1,0,0
Selamat Pagi.; Jawaban USER Atas Politisasi Puisi yang Menimpa Dirinya. ; ; Calon gubernur Jawa Tengah Ganjar Pranowo tidak ingin informasi hoaks menjadi arus utama informasi yang diterima masyarakat dalam masa pilkada. ; #GanjarYasin,0,0,0,0,0,0,0,0,0,0,0,0
Misi4: Membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya Jawa Barat yang luhur #Asyikm3nang,0,0,0,0,0,0,0,0,0,0,0,0
Cinta itu buta.. Tapi ga budek.. Tau mana suara motor dan suara mobil.. Apalagi mobil sport \xe2\x94\x92(\xcb\x87_\xcb\x87)\xe2\x94\x8e #MT',0,0,0,0,0,0,0,0,0,0,0,0
USER U gataw waktu taun baru dia valik lg tai bgt',0,1,0,0,0,0,0,0,0,0,0,0
Benar sekali.,0,0,0,0,0,0,0,0,0,0,0,0
benderang bahwa pemerintah Jokowi diktator,1,0,1,0,0,0,0,0,1,1,0,0
bi dorong pembiayaan syariah untuk pembangunan,0,0,0,0,0,0,0,0,0,0,0,0
"USER tapi gua penasaran sebenernya itu bener ga sih ahahah apa nyari kambing hitam aseng aja.. rusia juga misterius, diem aja ga nanggapin apa2.. ya tp kalo secepetnya bisa bikin hancur mrk gpp asal jangan drag us all juga ahahaha\npemerintah",1,0,0,1,0,1,0,0,0,0,1,0
USER Dasar ckck maho',1,1,1,0,0,0,0,1,0,1,0,0
lagi Tenaga kerja asal Cina melecehkan lambang Negara Indonesia: URL melalui USER,1,0,0,1,0,1,0,0,0,0,1,0
Bolot atau emang kagak nyambung? URL,0,1,0,0,0,0,0,0,0,0,0,0
"RT USER: Nah lho....? Gw sih bodo amat, mo jungkir balik kek bodo amat,,, harus instropeksi diri dan mawas diri. apa dan kenapa...? T\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0,0,0,0
USER USER Emang era Jokowi punya tim mawar? Emang era Jokowi culik aktivis? Emang era Jokowi ngebantai orang (seperti tragedi Tanjung Priok atau pembersihan PKI)?\nGitu aja jawab dulu \xf0\x9f\x98\x8a',0,0,0,0,0,0,0,0,0,0,0,0
USER Bacot x si aseng ini kan ki',1,1,1,0,0,0,0,0,1,1,0,0
"RT USER: USER Lansung tag partainya...\nGa berani ya, berarti kau BANCI....'",1,1,1,0,0,0,0,1,0,1,0,0
"USER USER Jadi ini Nasionalisasi Freeport atau Internasionalisasi Freeport ya Bang?\n\ndari Asing oleh Asing untuk Indonesia?\n\nagak aneh juga, kalo nggak ada uangnya kenapa nggak nunggu aja sampai 2021 aja ya? 3 tahun nggak lama kok'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER Ngaku indonesia pqdahal cina,1,0,1,0,0,1,0,0,0,1,0,0
RT USER USER USER USER USER USER Bangga jadi anak PKI GebukPKI wakwaww,1,0,1,0,0,1,0,0,0,1,0,0
"RT USER: Saat Pimpin Salat, Kepala Imam Masjid Sidoarjo Dipukul Kapak\n\nSemoga murni tindakan kriminal bukan kerjaan orang gila lagi\nh\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0
USER Bawang putih orang kafir... China paham komunis... Awas bawang putihnya tar bikin negara di Indonesia',1,0,0,1,0,1,0,0,0,0,1,0
"USER yg beli orang asing atau tidak, atau konglomerat dlm negri atau warga patungan membeli. kebijakan terlihat ugal ugalan, akhirnya warga lagi jadi korban kepentingan rejim'",1,0,0,1,0,0,0,0,1,0,1,0
USER Haha..Gubernur rasa Presiden..; Ane sangat Bangga ð???ð???ð???ð???ð???ð???,0,0,0,0,0,0,0,0,0,0,0,0
USER Penampilan serasa paling suci sedunia. Tp kelakuan kyk setan. Ga punya empati ama keluarga korban bom kmrn',1,1,1,0,0,0,0,0,1,1,0,0
RT USER mulai sangat jelas terang jokowi itu diktator,1,0,1,0,0,0,0,0,1,1,0,0
Otaknya kalau dijual pasti mahal harganya krn gk pernah dipakai alias masih mulus,0,0,0,0,0,0,0,0,0,0,0,0
"Yaelah malah di terobos lampu merah | kalem bro, itu polisi di belakang kita aja nerobos | ITU NGEJAR KITA DONGO!!'",1,1,1,0,0,0,0,0,1,1,0,0
Bati nonton bola angin masuk euy',0,0,0,0,0,0,0,0,0,0,0,0
USER Bunga bangke termasuk ya?',0,1,0,0,0,0,0,0,0,0,0,0
USER titit kakak iparmu kecil',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER Sabarlah..kerajaan sekarang akan laksanakan sati persatu...takkan kawin hari ni besok dapat cicit...contoh kejayaan yang ketara...selain penurunan harga tomato, kerajaan juga telah berjaya menurunkan nilai ringgit dan pelabur asi",0,0,0,0,0,0,0,0,0,0,0,0
USER heleh \n\nmodar sana hush',0,1,0,0,0,0,0,0,0,0,0,0
"Inilah pentingnya pdkt, karena yg fisiknya oke pun ternyata kalo diajak ngobrol lebih asik haji bolot.'",0,0,0,0,0,0,0,0,0,0,0,0
Kalo aku dapat lesbi ni mmg mampos ah babi sial kau ni URL,0,1,0,0,0,0,0,0,0,0,0,0
"USER USER Setuju bang, bom Surabaya spti berkah yg tersembunyi. Terbitlah UU Antiterorisme gerakan pembersihan mulai dilakukan, tpi tak ada artinya jika berganti rezim dlm waktu dekat.'",0,0,0,0,0,0,0,0,0,0,0,0
USER ini semua agenda yahudi',0,0,0,0,0,0,0,0,0,0,0,0
Modar dikasih cuping mulu sama Deandra.',0,1,0,0,0,0,0,0,0,0,0,0
RT USER Hebat dong Singapura. Di Indonesia jadi lurah saja ditolak kok apalagi jadi Gubernur macam Ahok. Wek..,1,0,1,0,0,0,0,0,1,1,0,0
"Jelang Pilkada, Pemkab Garut Kebut Cetak 116 Ribu e-KTP",0,0,0,0,0,0,0,0,0,0,0,0
USER aku nyimengnya masih cupu tapi ya kak senior ampuun',0,1,0,0,0,0,0,0,0,0,0,0
"Dan dukungan terhadap GNPF Ulama Akan sangat berkurang,dan kita Akan Kalah di 2019..karena Aksi tangkap Busukmawati anget2 tai Ayam..; USER USER USER ; #2019gantipresiden; #2019gantipresiden; #2019gantipresiden; #2019gantipresiden; #2",1,1,1,0,0,0,0,0,1,1,0,0
Presiden Minta Promosi Asian Games 2018 Ditingkatkan,0,0,0,0,0,0,0,0,0,0,0,0
"\xf0\x9f\x8c\xb9Tomohon juga merupakan pusat pembelajaran agama Kristen dan Katolik. Ada tempat khusus untuk berdoa dan meditasi yang disebut Bukit Kasih, sebuah tempat suci yang indah dan tenang. #TomohonInternationalFlowerFestival'",0,0,0,0,0,0,0,0,0,0,0,0
USER AKU JUGA BELUM MOVE ON DARI MANTANKU YG SIPIT SIPIT GEMESIN GITU IH:(',0,0,0,0,0,0,0,0,0,0,0,0
13. Setelah kita sepakati karakteristik pribadi kita cermati kondisi faktual internal SBY-PD: SBY bukan taipan harta tdk melimpah kayak JK,1,0,1,0,0,0,0,0,1,1,0,0
"USER Yang namanya kapitalis emang kejam sih dalam konteks apapun, mending beli di warung2 kecil/toko2 lusinan bisa mensejahterakan rakyat juga. Pertanyaan gua selanjutnya, lu masih inget ga sama gua? Haha'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Hahahahaha ujung2 minta maaf, culun! Ngopilaaaaaaah'",1,1,1,0,0,0,0,0,1,1,0,0
Muncul sudah antek antek PKI dah berani muncul terang-terangan mudah-mudah pemerintah tidak tinggal diam. URL,1,0,0,1,0,1,0,0,0,0,1,0
suka kepikiran? iya ga munafik dah takut terulang lagi :( Be positive thinking aja deh.',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Jancuk! Yang penting pernah membuat bahagia ya~',0,1,0,0,0,0,0,0,0,0,0,0
USER Apa ngoceh Onta yaman',1,1,1,0,0,0,0,0,1,1,0,0
Boleh donk..\n\nUMAT ISLAM membuat DAFTAR nama2 MENTERI SONTOLOYO dan MENTERI yg KORUP\n\nBgaimana klo DIMULAI dg nama :\n\nUSER \n\nMenteri paling SONTOLOYO\nMengaku MUSLIM tp tabiatnya menista ISLAM\n\nMenteri yg pro LGBT ini justru membata,1,1,1,0,0,0,0,0,1,1,0,0
"Presiden itu punya dana taktis, dia bisa menggunakan untuk kepentingan rakyatnya di luar program2 pemerintah yang sudah ada. Soal program banyak sekali: ada pembangunan infrastruktur, KIP, KIS, Sertifikat tanah, perhutanan sosial, BBM 1 harga, padat karya,",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Iya lah, kafir mana pantas sih, darahnya aja halal kok buat bani koplak kayak situ.'",1,1,0,1,1,0,0,0,0,0,1,0
"Tetangga kiri rumah meninggal, malam ini kebaktian. Teras rumah dipake, pasang tenda jg di depan. Yang pasang tenda jg pak haji mushola. Yg \xe2\x80\x9cribet\xe2\x80\x9d malah tetangga sebelah kanan, eh itu kan kristen \xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf",0,0,0,0,0,0,0,0,0,0,0,0
USER Pamor RK jadi seakan tak ada artinya jika parpol pengusungnya pendukung penista agama...,1,0,0,1,1,0,0,0,0,0,1,0
"Menanggapi isu TKA yang anget akhir2 ini, semestinya pula Kementerian di bidang Ketenagakerjaan melakukan inspeksi mendadak ke kapal-kapal, mengingat sudah ada beberapa pengaduan ke PPI mengenai banyaknya pelaut... URL",0,0,0,0,0,0,0,0,0,0,0,0
6.prakteknya pks didaerah2 mendukung caleg dan kada kristen. dalil2 pun dibuat utk mwmbenarkan praktek itu. ini marak di era USER',0,0,0,0,0,0,0,0,0,0,0,0
USER USER buseeet nuzuuuk bangeet ke MALING DUIT si ZUMI jhiahaha alumi 212 pikiran cuma gimana jadi maling bisa kasih makan onta NASBUNG kalau lagi demoooo kwkwkwkw',1,1,1,0,0,0,0,0,1,1,0,0
"Giat Bhabinkamtibmas Brigpol Mbs Sihombing pd hari ini, Rabu 11 April 2018 melaks sambang desa dan tatap muka sekaligus monitoring Kamtibmas menuju Pilkada 2018 di Desa Lobusiregar I, tepatnya dirumah Rudi Panjaitan, Helman Siahaan dan Hotman Siahaan",0,0,0,0,0,0,0,0,0,0,0,0
Ini Daftar Lengkap 14 Proyek yang Dicoret Jokowi dari PSN; ;,0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: ga ada urusannya, monyet. gua broken home kaga gitu2 amat. malah dipukulin sama temen2 gua yang kaya raya. ga ada ga ada. h\xe2\x80\xa6'",1,1,1,0,0,0,0,0,1,1,0,0
USER Saya juga heran dulu anda keliatan pintar tp sejak jd bani onta keliatan b*go nya',1,1,1,0,0,0,0,0,1,1,0,0
"kalo ucup bikin gc 99 kusus anak jief, mak kunti en de geng marah tida ya?'",0,0,0,0,0,0,0,0,0,0,0,0
USER lalu berhembus TKA asing akan menguasai driver ojol ... \xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0
USER balik cepat la setan',1,1,1,0,0,0,0,0,1,1,0,0
Isu pki terus di hembuskan grup grup pendukung prabowo,1,0,0,1,0,1,0,0,0,0,1,0
USER Terkutuk lah kamu yg menyelewengkan nick queen',1,1,1,0,0,0,0,0,1,1,0,0
MASY DUSUN DUA DESA PULHU DEKLARASI ANTI HOAX &amp; PILKADA 2018 DAMAI,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Contoh orang baek itu bpk jokowi, programnya: mobil esemka menjadi mobnas, membangun tidak mengandalkan hutang...dll.",0,0,0,0,0,0,0,0,0,0,0,0
"SAH!!! Survei Terbaru: Mayoritas Warga Tak Ingin Jokowi Jadi Presiden Lagi Padahal sudah bagi2 duit di jalanan, bagi2 sembako, naik choper :D; ; Tapi tetep #2019GantiPresiden",1,0,1,0,0,0,0,0,1,1,0,0
"Hari ini di restoran #PondokLeleAksanaCirebon, kedatangan rombongan pemuda salah satu gereja di kota cirebon, mungkin aku kira katolik, dan kebetulan sekali Waiters hari ini kekurangan. Jadi akupun ikut bantu.'",0,0,0,0,0,0,0,0,0,0,0,0
"\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4 \xe3\x85\xa4bagian profil.\n\nNama Lengkap : Elizabeth Bennett. \n\nMarga : Kang.\n\nNama Panggilan : Bebe, Liza, Eel.\n\nTempat, Tanggal Lahir : Jakarta, 1 Januari 1996.\n\nAgama : Kristen.'",0,0,0,0,0,0,0,0,0,0,0,0
pilihanya cuma 2 ; stop karna g cukup dana; atau lanjut dengan cara hutang dan uangnya entah kemana,0,0,0,0,0,0,0,0,0,0,0,0
"Saat orang orang saling menuding antek aseng, aseng sesungguhnya bertepuk tangan.'",0,0,0,0,0,0,0,0,0,0,0,0
DISEBUT PENCITRAAN! JOKOWI LEGOWO AKAN TERUS BANTU ROHINGYA PRABOWO AMIEN RAIS DIAM: URL melalui USER,1,0,1,0,0,0,0,0,1,1,0,0
USER si ahok pantasnya dinobatkan sbgai Babi ngepret,1,1,1,0,0,0,0,0,1,1,0,0
"USER Sendernya kampang. Kalo lo butuh arti kampang apaan gua kasih tau, anak haram.'",1,1,1,0,0,0,0,0,1,1,0,0
"Dalam kesempatan tersebut, Presiden juga mengucapkan selamat kepada guru-guru yang hadir karena mereka telah bersertifikasi. Tercatat ada 500 guru yang hadir pada acara ini.'",0,0,0,0,0,0,0,0,0,0,0,0
Apakah kita menuntut si penista ini diadili krn dia orang kristen? sama sekali tidak!! krn Islam tdk pernah membenci krn beda #TahanPenista',1,0,1,0,1,0,0,0,0,1,0,0
"Karena Harakah ini tidak mengenal ketaatan tanpa batas pada individu, itu sebabnya ulama IM sepeninggal Albanna menolak tradisi #Baiat kepada Mursyid. Salah satu yang paling keras menolak adalah syaikh Qardhawi.",0,0,0,0,0,0,0,0,0,0,0,0
Saatnya Di lengserkan. lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
"Huawei memperkirakan bahwa pada tahun 2025, sebanyak 86 persen perusahaan yang beroperasi secara global akan mengadopsi kecerdasan buatan (AI)",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER Kampret tolol!!\nOrang kayak lo tu paling susah... Kagak ngerti2\nLo kalo copas gitu yg lkp... Males gwe bahasnya terlalu sering.. nyodorin kok copas gbr tanpa tau dr mana sumber nya.. payah',1,1,1,0,0,0,0,0,1,1,0,0
RT USER: Ayoo jaga keutuhan NKRI!!! Tangkap Penista Agama!!! #StopKriminalisasiUlama https:\/\/t.co\/dxIDQ4ZQHV,1,0,1,0,0,0,0,0,1,0,0,1
USER USER Yg menurun itu perhatian pemerintah pada rakyatnya yg mengakibatkan banyak pengangguran krn banyaknya tka yg masuk jd ini sangat merugikan rakyat tolong jgn insfrastruktur sj yg diurusi tapi kebutuhan bahan pokok semua naik.',1,0,1,0,0,0,0,0,1,1,0,0
Ketika bangkai kian membusuk maka apa yang akan di lakukan ? Di hirup dan di cari atau di hirup dan kau diamkan ?\nSama saja kau bagaikan bangke yang kian membusuk dan tak mencari apa kesalannya kenapa bisa berbau ?',0,0,0,0,0,0,0,0,0,0,0,0
USER Si BEJAT CABUL yg KRIMINAL ngoceh kriminalisasi ulama.\nDasar munafik',1,1,1,0,0,0,0,1,0,1,0,0
USER USER dear USER n USER n USER perhatikan aja konsep dan argumen si USER ini tdklah jauhlah dg konsep dn aidit saat pki konfrontasi dg masjumi\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80 (audrey kahi,0,0,0,0,0,0,0,0,0,0,0,0
USER USER EH TITIT KAMU TADI KAYA GINI',0,1,0,0,0,0,0,0,0,0,0,0
RT USER Koruptor selalu di lindungi kpk selalu mau di bubarkan... Mau di bawa kemana negara ini... Pemerintah nya banyak koruptor,1,0,0,1,0,0,0,0,1,0,1,0
"Aliran sesat dipantau aliran Sangat SESAT USER Sejak 1995, Utang mengatakan MUI telah memantau 300 aliran sesat",0,0,0,0,0,0,0,0,0,0,0,0
Dalam berita #JPolling,0,0,0,0,0,0,0,0,0,0,0,0
"Presiden Parti MMSP Ybhg Datuk Seri R. S. USER menyambut kehadiran Perdana Menteri, USER Di Dewan Jubli, Kuala Kangsar.",0,0,0,0,0,0,0,0,0,0,0,0
"USER Ayo ngaku agama mu apa? Kristen? Protestan? Athies? Budha? Hindu? Ngaku dong, malu ya ama agama lo sendiri?'",1,0,1,0,1,0,0,0,0,1,0,0
USER USER Begitulah cara komunis bermain.',0,0,0,0,0,0,0,0,0,0,0,0
USER gua stress pengen un bukannya makin alim malah makin bejad',0,0,0,0,0,0,0,0,0,0,0,0
"Di Twitter, cewek2 yg bisa di BO bnyak yg ga berkualitas, foto dan kenyataan jauh beda, harga mahal service jg ga bagus2 amat,,,\nIni gua bisa bilang karena udah pengalaman bo puluhan kali, puluhan perek, tanpa dpt hasil yg memuaskan.\n#menyesalboviatwitter'",0,1,0,0,0,0,0,0,0,0,0,0
RT USER: #SANGE_AAAAAAAAAAH #memek gatel say pngen disruduk kontol ! Retweet sayang yg pngen #ngentot \xf0\x9f\x98\x98 kuy... URL,0,1,0,0,0,0,0,0,0,0,0,0
saja throwback lagu zaman sekolah \xf0\x9f\x98\x82 cinta monyet konon\nURL,0,0,0,0,0,0,0,0,0,0,0,0
"Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""",0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: gmw liat dm dr lu ah! udh tau gua nanya tentang apa, bolot\xf0\x9f\x98\xa9 USER'",1,1,1,0,0,0,1,0,0,1,0,0
RT USER: Anjir sange ngewe sama cwo straight manly kontol gede minat boking whatsapp 085894931926 jksel only URL,0,1,0,0,0,0,0,0,0,0,0,0
"Sebagai pembukaan rangkaian Diginesia, akan digelar round table discussion yang rencananya dihadiri Menteri Koperasi dan UKM Anak Agung Gede Ngurah Puspayoga dan Wakil Gubernur DKI Jakarta Sandiaga Uno di Gedung SINDO, Jakarta, Senin (23/4/2018).; #Sindone",0,0,0,0,0,0,0,0,0,0,0,0
"Ajarkan Muslim, agama tak ngajarkan membunuh, agar paham Islam bukan agama, ajaran sesat nyembah2 Allah SWT biadab",1,1,0,1,1,0,0,0,0,0,1,0
RT USER: Engga salah lewat jalur hukum? untung tai manusia gak bisa ngomong coba kalau bisa ngomong mungkin tai yg nuntut kalian\xf0\x9f\x98\x81\nBa\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
"USER wkwkwk telat banget, idiot.'",0,1,0,0,0,0,0,0,0,0,0,0
USER Akhirnya kena bacot lg :((',0,1,0,0,0,0,0,0,0,0,0,0
USER #kom11 Rapat dimulai oleh Ahmadi Nur USER #dapil1 mengenai pagu anggaran DPR 2016',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Padahall sdh dipake juga 1000 trilyun buat nyicil hutang2 rejim sebelumnya.',0,0,0,0,0,0,0,0,0,0,0,0
URL Ini kerja USER usul bubarkan DPR.Kerjanya tdk mewakili rakyat korup melindungi koruptor dll,1,0,0,1,0,0,0,0,1,0,1,0
"ketika hal gak masuk akal di bilang bagus, sedangkan akal sehat di bilang pemalas . . . Bejat, majuo kabeh sak perumahan, LOSSSSS, #RaUsahMundurRaUsahWedi'",1,1,0,1,0,0,0,0,1,0,1,0
Pada akhirnya yang asing akan kembali asing',0,0,0,0,0,0,0,0,0,0,0,0
"\xe3\x85\xa1 Junki, bocah laki-laki itu menekan dagu mungilnya dengan ujung tumpul pensil warna berwarna biru muda. Sepasang mata sipit mengerjap, dahi berkerut menandakan pria kecil tengah berpikir. \n\n\xe2\x80\x9cItu Eomma, untuk berenang!\xe2\x80\x9d",0,0,0,0,0,0,0,0,0,0,0,0
"Woohoo, lumayan juga ternyata wifi di rumah nih~ \npenolong saat kuota habis sebekum waktunya.. kampret nih tri~ \xf0\x9f\x98\xaa URL",1,1,0,1,0,0,0,0,1,0,1,0
USER Caplang pantat panci lu',1,1,1,0,0,0,1,0,0,1,0,0
mengelibut di pagi buta',0,0,0,0,0,0,0,0,0,0,0,0
"Penyebab macetnya divestasi saham Freeport, salah satunya adalah terbitnya Peraturan Pemerintah Nomor 20 tahun 1994 yang menyatakan, perusahaan penanaman modal asing tidak diwajibkan mendivestasi sahamnya kepada pihak Indonesia.\n\n#Freeport51'",0,0,0,0,0,0,0,0,0,0,0,0
