Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
"Tantangan Industri Sawit, Budaya Bakar Lahan Rawan Penyimpangan",0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: Ahok Taik. \MENFITNAH\. Emang lu tukang caci maki perempuannn!! Asuuu #AhokPastiTumbang #DebatFinalPilkadaJKT""""""",1,1,1,0,0,0,0,0,1,1,0,0
USER USER Dan penyakit yg blm sembuh sampai skrg oleh gerombolan kampret bongkrek adalah penyakit panik dan balas dendam akibat kekalahan pilpres 2014. URL,1,1,0,1,0,0,0,0,1,0,1,0
"Fuh..bila ada orang cadang nak tutup tahfiz.\nMaka berbondong-bondong la manusia melayu kutuk habis-habisan demi agama islam katanya.Tapi aku tengok rupa yang melalak macam yahudi lagi,siap buat live kat socmed yang dia tengah tunjuk langit kat zouk.Sola",0,0,0,0,0,0,0,0,0,0,0,0
Sejarah Motor Pengawal Presiden AS,0,0,0,0,0,0,0,0,0,0,0,0
"Ingin NKRI tetap eksis n terbebas dr serbuan TKA CHINA???? ; ; Mari ummat Islam Indonesia bersatu, ; GANTI PRESIDEN DI 2019. ; ; #GantiPresidenYuk ; #2019PresidenBaru",1,0,0,1,0,1,0,0,0,0,1,0
USER antek beye otak separo',1,1,0,1,0,0,0,0,1,0,1,0
"mudah untuk melihat seseorang lebih condong ke arah mana di sosial media. \nyang pertama, akunnya perempuan (pict nyolong di google)\nyang kedua, gambar anonymous (ga jelas manusia apa kampret)\nyang ketiga, akunnya ada embel-embel nama pahlawan. dan dr semua itu mereka kaum MCA'",0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
USER USER buta ya om',1,1,1,0,0,0,1,0,0,1,0,0
USER USER Pemandangan yg gak asing lagi \nApa lagi yg jualan',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Antara \xe2\x80\x98mundur teratur\xe2\x80\x99 dan \xe2\x80\x98tahu diri\xe2\x80\x99..\n\nSeikhlasnya cewek tetep kalo cowoknya misqin mau bilang apa?\n\n\xe2\x80\x9cAku menikahi kamu bukan karena kekayaan aku mas.. tp karena cinta..,0,0,0,0,0,0,0,0,0,0,0,0
Kalian bubarkan KPK kami bubarkan wakil rakyat!! URL,1,0,0,1,0,0,0,0,1,0,1,0
RT USER: Menang kalah dalam pertandingan itu sebuah keniscayaan..\n\nBukan sekedar kemenangan yang diharapkan..\n\nTapi usaha dan kerja\xe2\x80\xa6',0,0,0,0,0,0,0,0,0,0,0,0
Kubu Prabowo Selalu Menilai Negatif Kebijakan Jokowi pemilihan presiden2019 URL,1,0,0,1,0,0,0,0,1,0,1,0
Teringat dulu ada org nk deactivate tapi punya la panjang drama dia sampai buat countdown. Bajingan',1,1,1,0,0,0,0,0,1,1,0,0
partai sinting indonesia URL,1,1,0,1,0,0,0,0,1,0,1,0
ahok kafir takut debat dengan rakyat asli pribumi nelayan dan para pakar reklamasi dari rakyat.. ahok kafir bencong,1,1,1,0,1,0,0,1,0,1,0,0
"USER ga ngerti lu ngetik apa, iyain aja daripada makin bego gua wkwk'",0,1,0,0,0,0,0,0,0,0,0,0
Mantaaap DM dekat sama Banser bang USER,0,0,0,0,0,0,0,0,0,0,0,0
"USER RB slot pemain asing Asia/Asean\nAM Raphael Maitimo\n\nOjok lali Striker Buang/pinjamkan 1 atau 2 trus beli lokal 1 Asing ""Argentina"" 1'",0,0,0,0,0,0,0,0,0,0,0,0
6.prakteknya pks didaerah2 mendukung caleg dan kada kristen. dalil2 pun dibuat utk mwmbenarkan praktek itu. ini marak di era USER',0,0,0,0,0,0,0,0,0,0,0,0
"USER Orang bodoh logikanya jg pasti dangkal. Kalo situ ngerasa lebih pinter dari mentri Esdm,coba ajak debat. Sumber cm baca internet, trus ditambah2i ,koar2 seolah paling pinter. Bani cabul bul , kerjanya cm berisik.'",1,1,1,0,0,0,0,1,0,1,0,0
USER ; bantuan cuma pencitraan.,1,0,1,0,0,0,0,0,1,1,0,0
Sudirman Said Kritik Pemerintah Telantarkan Kawasan Industri; ; #SaweranDirmanIda ; #SaweranDirmanIda; #SaweranJateng; ; USER; USER,0,0,0,0,0,0,0,0,0,0,0,0
"Takkan melayu hilang di whatsapp. Itu dulu. Sekarang yahudi dah beli '( kahkahkah...""",0,0,0,0,0,0,0,0,0,0,0,0
Agus silvy Tukang Fitnah DebatFinalPilkadaJKT,1,0,1,0,0,0,0,0,1,1,0,0
RT USER seperti wkt sby naikin bbm.pada demo tuh makhluk..tp skrg mana pendemo ya pake jargon wong licik itu gak ada yg danain ya gada.,1,0,0,1,0,0,0,0,1,0,1,0
"Info terupdate berita-berita ekonomi, bisnis, keuangan dan perbankan",0,0,0,0,0,0,0,0,0,0,0,0
Bilang sayang duluan lu juga yang ninggalin gua duluan kntl',1,1,1,0,0,0,0,1,0,1,0,0
USER USER USER Siapa komunis nya??',0,0,0,0,0,0,0,0,0,0,0,0
tua tua pun bodo betul otak URL,1,1,1,0,0,0,0,0,1,1,0,0
Ini Mama Orang NTT,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: USER artinya Banci nya randa',0,1,0,0,0,0,0,0,0,0,0,0
Lo kalo ada masalah sama gue langsung aja bilang ke gue .. Jangan cuma bisanya bacot lo doang yang koar2 dibelakang gue !! Fak pengecut lo',1,1,1,0,0,0,0,0,1,1,0,0
RT USER: di doublefuck dua kontol besar URL,0,1,0,0,0,0,0,0,0,0,0,0
"\xf0\x9f\x91\xa9: *memandangi freezer yang kosong*\n\xf0\x9f\x91\xa7: *sambil lewat*\nPapa kamu along with your gantengs ate all the ice-cream last night.\n\xf0\x9f\x91\xa9: Oh dear Lord \xf0\x9f\x99\x88\xf0\x9f\x99\x88\n*mbatin* .. ampun pak Steven entah kenapa sekarang bahasa ne anak-anak tambah kacrut pun\n\n(! ^ , ^ )'",0,1,0,0,0,0,0,0,0,0,0,0
USER Mbaku mua doang 1jt edan',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER USER Iya betul si vivin tai !!! Dasar pelakor,,,ngaku"" alexa alda drpd rico bajingan lo neraka'",1,1,1,0,0,0,0,0,1,1,0,0
"#BeliSahamBRISyariah; #uym: Iya. Saya juga bilang begitu ke bbrp kwn. Pertama,ya bisa aja, dg berbagai cara, berbagai pintu, pada masuk beli saham,#brisyariah. Tapi ga dapet berjamaahnya. Dan jadi ga bcr historis. Ga bcr #sejarah. Di mana kita juga bcr sta",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Selfie sebelum mandi. Mau liat kelanjutan maa kuli bangunan kekar berotot ini ngocok kontol sampe mucrat??? URL,0,1,0,0,0,0,0,0,0,0,0,0
"USER Begitu jg org yg paling merasa islami dgn membangun narasi yg ditujukan kpd pendapat yg berbeda sbg liberal, sekuler, munafiq, antek asing. USER'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Partai elu plus konco2 lu bisanya cuma bikin MALU Indonesia aja min, mbok ya kalo goblok itu jgn kebangetan to min...'",1,1,0,1,0,0,0,0,1,0,1,0
USER USER USER USER USER Semua akan Cebong pada waktunya \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\n#TetapJokowi\n#Jokowi2periode\n#Jokowibersamaulama',1,1,1,0,0,0,0,0,1,1,0,0
Monyet Turun ke Pemukiman Warga Cibadak Sukabumi - URL,0,0,0,0,0,0,0,0,0,0,0,0
USER USER Makin berkerudung si Transgender ini mkn busuk dan serem kelakuan dan wajahnya! Sundel bolong zaman now\xf0\x9f\xa4\xa3',1,1,1,0,0,0,1,1,0,1,0,0
"Astaga. Coba segera kasih foto before-afternya kalo ada, Min USER.",0,0,0,0,0,0,0,0,0,0,0,0
Besok kalau Prabowo nyapres lagi kalau masih teriak-teriak NKRI harga mati jangan dipercaya ya?,1,0,1,0,0,0,0,0,1,1,0,0
Budaya Sunda Bikin Mahasiswa Asing Jatuh Cinta - Inilah Koran #tradisi #seni #adat #budaya,0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: Bukan hanya anjing, babi pun demikian. Monggo jika berkenan \xf0\x9f\x91\x89 URL URL",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Betul doktrin itu ada dalam gereja katolik, dogma Maria diangkat ke surga secara utuh (badan dan jiwanya, Katekismus 966). Mnurut mas lukas doktrin tersebut memang bagaimna?'",0,0,0,0,0,0,0,0,0,0,0,0
Katanya sahabat tapi dibelakang kayak tai',1,1,1,0,0,0,0,0,1,1,0,0
"USER Artificial love hahahahhaa hehehehe ga munafik gw mah, sama yg basah basah awww'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Cebong, kampret, dan onta juga ngak bersinggungan dengan laut'",1,1,0,1,0,0,0,0,1,0,1,0
"USER USER USER USER Kain kafan yg biasa dipake muslim utk bungkus mayat adlh tradisi/adat//budaya Yahudi.\n\nYohanes 19:40 \nMereka mengambil mayat Yesus,mengapaninya dengan kain lenan dan membubuhinya dengan rempah-rempah menurut",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Para pendukung Jokowi lebih parah lagi. Mereka yg buta data mengklaim secara membabi-buta sejumlah proyek infrastruktur.,1,0,0,1,0,0,0,0,1,0,1,0
Pendrive 16GB RM45. Betul harga yahudi dia bagi. Memang pangkah terus kedai tu.',1,0,1,0,1,0,0,0,0,1,0,0
"USER USER haahaha...agiah taruih sanak, polanya terbaca sama...Komunis, syiah dan Murtadin, dimana mana yg bikin rusak itu itu saja..'",0,0,0,0,0,0,0,0,0,0,0,0
sebenarnya presiden itu mau diganti dengan apa/siapa sih ?,0,0,0,0,0,0,0,0,0,0,0,0
Ulama Apresiasi Kinerja Jokowi,0,0,0,0,0,0,0,0,0,0,0,0
Usir dubes myanmar pelidung teroris budha SaveRohingya,1,0,0,1,1,1,0,0,0,0,0,1
Buku Lawas&gt; Ilmu Dan Agama. ; Oleh; Mohammad Hatta. ; Tahun 1983. 36 Halaman. ; Harga 125.000. Minat?,0,0,0,0,0,0,0,0,0,0,0,0
USER Psi itu kan kumpulan perek2 dan perek laki2 sekjenya jd otaknya duit2 suruh mikir ga bisa sama bgt dgn KEBO',1,1,0,1,0,0,0,1,0,0,1,0
USER USER USER USER USER USER USER USER USER USER USER USER cebong dongo.. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0
USER gasuka sm org yg playvictim ew najis',1,1,0,1,0,0,0,0,1,0,1,0
allah itu dekat dan penuh kasih sayang,0,0,0,0,0,0,0,0,0,0,0,0
Ganjar Pranowo dilaporkan ke Polisi;,0,0,0,0,0,0,0,0,0,0,0,0
Prabowo makin panik. \nPrabowo makin membabi buta. \nSerang siapa saja. \nElite politik dikatakan goblog dan bermental maling.\nKritik tdk ada konsep. Kritik tdk terarah.',0,1,0,0,0,0,0,0,0,0,0,0
USER WISHNYA KE LU SEMUA TAI.',1,1,1,0,0,0,0,0,1,1,0,0
CINA AHOKER skrg BERANI & AKAN BAYAR PRIBUMI + APARAT-APARAT KORUP u/ legalkan aktifitas mereka CINA = bangsa BUKAN suku di INDONESIA usir cina,1,0,0,1,0,1,0,0,0,0,0,1
USER USER USER Selamat datang bani kampret',1,1,0,1,0,0,0,0,1,0,1,0
Bubarkan HTI &amp; FPI. URL,1,0,0,1,1,0,0,0,0,0,0,1
"Ciganjur rasa mesir, gak bisa tidur lanjut menghitung Onta.'",0,0,0,0,0,0,0,0,0,0,0,0
"Itulah salah satu propaganda kaum komunis gaya baru, jadi sudah jelas jokowi bagian dari gerombolan tsb. LENGSERKAN JOKOWI",1,0,1,0,0,0,0,0,1,0,0,1
USER Cocot luh.',1,1,1,0,0,0,0,0,1,1,0,0
USER tapi nanti jadi kangen kristen-robert yg dulu:(',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER Anda yakin budha idn agama impor? dari mana? Candi tdk identik dgn negara budha mana pun. Dann berada di tengah pulau. Sdgkan yg lain mempunyai kampung tua ditepi laut...\nKearifan lokal yg,0,0,0,0,0,0,0,0,0,0,0,0
"Scroll insta dak Farah ni tetiba terasa mcam cerita '3 idiot'... Gambaq pra matang semua \xf0\x9f\x98\x82""",0,0,0,0,0,0,0,0,0,0,0,0
"ini saya setuju, makanya dukung presiden yang sudah berupaya mengurangi kekuasaan asing, mengurangi ekspor mentah, mengganti kontrak yang merugikan Indonesia",0,0,0,0,0,0,0,0,0,0,0,0
"Melalui Sedulur Ngaji, semoga Allah ijinkan Gus Ipul Mbak Puti jadi Gubernur dan Wagub Jatim; ; #SedulurNgajiKotaBatu ; #SedulurNgajiJombang; #JombanGemerlap; USER; USER; USER; USER; USER; USER; USER",0,0,0,0,0,0,0,0,0,0,0,0
USER Kok bs gitu sih asu bgt paypal :(',1,1,0,1,0,0,0,0,1,0,1,0
USER memang keparat orang oraang seperti mereka ini',1,1,0,1,0,0,0,0,1,0,1,0
dari dulu kenapa bapak w kalau ke mantan mantan w selalu mgerasa sedih ampe kepikiran dan gabisa tidur lohh?!! dan w ngerasa jadi anak yg brengsek aja gt ke laki2 :)))',0,1,0,0,0,0,0,0,0,0,0,0
USER tai jijay markojay',0,1,0,0,0,0,0,0,0,0,0,0
"USER Gajah yg ridwan kamil itu ya ?\nKirain abis kasus itu bakal dibenahi taunya kemarin kesana itu tetap memprihatinkan :( \n\nKandang buaya nya aja serem takut kabur :( burung aja pada diem :( \n\nGakuat ampe ujung saking sedihnya, total jalan2 cu",0,0,0,0,0,0,0,0,0,0,0,0
USER Ngapain diskusi ama orang kapir???yg emggak kapir kan masih banyak....',1,1,0,1,1,0,0,0,0,0,1,0
USER Mau cek DNA PKI juga kali maksudnya.',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER modar jha lu-_',1,1,1,0,0,0,0,0,1,1,0,0
"Anda keliru nyebut KEMANUSIAAN, yg benar KETUHANAN, TUHAN datang melayani, bukan pamer kekuasaan spt diajarkan Quran",1,0,0,1,1,0,0,0,0,0,1,0
USER Bacot lu orang kota yg miskin',1,1,1,0,0,0,0,0,1,1,0,0
PKI hrus d adakan lge krna prabowo nyapres yg ga pilih prabowo d bilang PKI .. Trus klo gue pilih pa Jokowi lu blg apa ? Emx gue pikirin !,1,0,1,0,0,0,0,0,1,1,0,0
"USER Ternyata Ketapang Kalbar ini masuk wilayah kerja Polisi Cina ya??\nIni sangat membahayakan keamanan nasional RI, tau gak sih rezim ini?\n\nMakin lama rezim ini bekuasa, makin banyak cina tanam pengaruh buruk disini.\n\n#2019GantiPresiden'",1,0,0,1,0,0,0,0,1,0,1,0
rt USER USER USER Tp kenapa jokowi tidak mau tes dna.?tes Dna lah yg bisa membuktikan nya bukan keturunan PKI,1,0,1,0,0,1,0,0,0,1,0,0
"iya, jadi gitu ya monyet, anjing! gua gampar lu lama-lama. kesel jadinya astaghfirullah hal'adzim, gaboleh ngomong kasar, maapin 3x, NGENTOT URL",1,1,1,0,0,0,0,1,0,1,0,0
"USER Sama Kaya Palestina om bill, kalo dunia mau sebenernya dunia bisa. Muslim, Kristen, Yahudi biarlah disana di bagi-bagi wilayahnya. Satu atap dengan keyakinan yg berbeda tetapi tetap rukun. Tanpa harus Ada pihak yang merasa di rampas dan terusi",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Om ini di tangkep jg g y? Klo dosen usu j di tangkap,klo om ini nggak berarti ""sontoloyo"".\n#2019GantiPresiden'",1,1,1,0,0,0,0,0,1,1,0,0
pak USER berfoto ramah bareng para haters ; ; ð???ð???ð???; ; #KamiGanjarYasin,0,0,0,0,0,0,0,0,0,0,0,0
USER kalo saya ketawa sipit dua duanya? itu kenapa?',0,0,0,0,0,0,0,0,0,0,0,0
"Alayy lu tong, kampungan.'",1,1,1,0,0,0,0,0,1,1,0,0
"Setuju... Usir aja keturunan arab, india, cina termasuk ente zul. URL",1,0,0,1,0,1,0,0,0,0,0,1
USER Kampret telat deh gua',0,1,0,0,0,0,0,0,0,0,0,0
"Di Indonesia, belum pernah lihat orang ateis. Disini banyak, culture shock.\n\nSelain menganggap Tuhan itu tidak ada, mereka juga menganggap agama hanya akan menjadi batasan bagi kebebasan masyarakat.'",0,0,0,0,0,0,0,0,0,0,0,0
USER Gatau diri anjir. Biasanya nih apa yang kita tanam itu yang kita peroleh. Tiati aje mbaknya',1,1,1,0,0,0,0,0,1,1,0,0
Dih maho anjir geli gue',0,1,0,0,0,0,0,0,0,0,0,0
USER prlu bntu-an kusiap dbwh memek mbk.',0,1,0,0,0,0,0,0,0,0,0,0
"USER Hahahhaha ye wehh silap2 bom pun aku tak dengau. Ecehh kau memang, kita sama2 ah ni brother susah bangun.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Ditanya siapa gantinya presiden, celeng lansung klojota\nGak salah rockygering bilang celeng dungu stabil.'",1,1,0,1,0,0,0,0,1,0,1,0
Si USER ini paling punya mantan aja kaga. Pacaran belom pernah sok-sok bikin thread tipu daya laki-laki. Malu ama titit.',1,1,1,0,0,0,0,1,0,1,0,0
"Selamat Hari Kartini, setiap kali selalu dirayakan, lalu apa maknanya kali ini ð?¤?",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Udik luh',1,1,1,0,0,0,0,0,1,1,0,0
Pets khususnya kucing dan anjing ini memang longstream niche. Dari dulu sampai kapanpun. Salah satu pendapatan affiliate amazon terbesar adalah dari niche kucing dan anjing jualan pakan dan asesoris.',0,0,0,0,0,0,0,0,0,0,0,0
"USER SMA ku dulu negeri (dan termasuk yg favorit), jadi favorit buat yg minoritas karena ga jadi minoritas di sana. 50:50 yg muslim &amp; kristen/katolik. Di kelasku malah masing2 sepertiga. Ga tahu sekarang masih gitu/ga.'",0,0,0,0,0,0,0,0,0,0,0,0
"Grombolan Kadal Jidat gosong,mmg bgtu, sukanya ribut tapi klo grombolanya yg salah pura2 Budek..Dasar Grombolan Cingkrang URL",1,1,0,1,0,0,1,0,0,0,1,0
"nikah beda agama sulit. nikah beda aliran sulit. mau yang gampang? tida usah meniqa, my lov~ gampang~ #Esai",0,0,0,0,0,0,0,0,0,0,0,0
Rezim jangan panik dan ketakutan dengan hashtag... #2019GantiPresiden,0,0,0,0,0,0,0,0,0,0,0,0
"Biaya Pilkada Langsung Mahal, Zulkifli: Melalui DPRD Oke",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Tolong pak dokter bantu periksa, kira-kira penyakit apa yg diderita oleh pak polisi, kenapa kok sama tulisan #2019GantiPresiden alergi... Dimedan juga katanya begitu, mungkin ini wabah khusus yg diderita para polisi kita...please...",1,0,0,1,0,0,0,0,1,0,1,0
"USER USER USER Monmaap, apa hubungannya tes DNA sama PKI? Apa ideologi dan pandangan politik bisa diturunkan secara genetik?'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Dari wajahx aja keliatan oon,munafik ,sok pintar,sok suci..iblis.'",1,1,1,0,0,0,1,0,0,1,0,0
"USER Beliau hebat,,di rezim beliau lah Kroasia lolos ke final piala dunia mengalahkan inggris dg skor rp 14500 : 1 $...kerja kerja kerja...'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Abisnya kesel, udah ditegor pdhal..emg kalo efek ngrokok itu salah satunya bikin budek sih, jangan ngerokok ya kak ajus \xf0\x9f\x99\x88'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Kalau dpkir walaupun kita tdk stuju ""islam nusantara""tp scr gak langsung nama ""islam"" kena kena juga imbasnya \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\nBrengsek tuh Antek Zionis yg nyelip diormas !!'",1,1,0,1,1,0,0,0,0,0,1,0
"RT USER: USER Apa yg km lakukan itu tdklah patut km lakukan , krn itu urusan pribadi masing2 , jika ada masalah di sel\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Karena gak pede juga kayaknya.. buktinya kisah-kisah ""profesor yahudi masuk islam karena takjub setelah meneliti bla bla bla..."" masih suka seliweran di grup WA \xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,0,0,0,0
Kemaren di SIANTAR di COPOT spanduk mu; sekarang CURI-CURI KAMPANYE di tengah DEMO; mana PANWASLU ni; SI DJAROT MAIN CURANG KAMPANYE di tengah DEMO buruh; TINDAK TEGAS PASLON CURANG NO. 2 #djoss #register40 #pilgubsu2018 #pilkada #sumut;,1,0,1,0,0,0,0,0,1,0,0,1
Wah dimana ini ? Setuju kalo gitu perlu di usir cina dari negri ini,1,0,0,1,0,1,0,0,0,0,0,1
#MataNajwaDebatJakarta Anies anda SADIS. Topengmu terbuka lebar malam ini. Biar warga DKI yg menilai...apa yg anda katakan adalah PENGECUT,1,1,1,0,0,0,0,0,1,1,0,0
kenapa anak babi jalan nya nunduk???karena malu liat ulah bapak nya yang ngebelain ahok..,1,1,1,0,0,0,0,0,1,1,0,0
Tidak suka melihat Prabowo lantas menyerang &amp; mendiskreditkan bapak kandungnya.,1,0,1,0,0,0,0,0,1,1,0,0
